CustomerID,Recency,Frequency,Monetary,Cluster,Segment_Name
13227.0,202,1,257.7,1,Lost Customers
13228.0,81,1,358.0,3,At Risk
13229.0,226,1,160.95,1,Lost Customers
13230.0,4,14,2806.97,0,Loyal Customers
13232.0,13,7,1357.6,0,Loyal Customers
13233.0,74,2,605.12,3,At Risk
13235.0,212,1,1031.07,1,Lost Customers
13236.0,25,2,744.85,3,At Risk
13238.0,17,4,700.73,3,At Risk
13239.0,262,1,329.56,1,Lost Customers
13240.0,96,4,663.65,3,At Risk
13242.0,112,3,270.40000000000003,3,At Risk
13243.0,203,1,600.07,1,Lost Customers
13244.0,93,1,121.74000000000001,3,At Risk
13245.0,51,1,430.5,3,At Risk
13246.0,18,6,1987.3,0,Loyal Customers
13247.0,18,4,501.12,3,At Risk
13248.0,125,2,465.68,3,At Risk
13249.0,92,3,711.41,3,At Risk
13253.0,157,2,1030.4,1,Lost Customers
13255.0,9,2,399.51,3,At Risk
13258.0,12,3,698.58,3,At Risk
13259.0,62,1,292.32,3,At Risk
13260.0,61,1,557.62,3,At Risk
13261.0,269,2,944.1,1,Lost Customers
13262.0,263,1,200.29,1,Lost Customers
13265.0,53,5,2107.66,0,Loyal Customers
13266.0,11,12,3834.2599999999998,0,Loyal Customers
13267.0,3,19,4521.49,2,Champions
13268.0,18,11,3214.69,0,Loyal Customers
13269.0,1,15,5346.2300000000005,2,Champions
13270.0,366,1,590.0,1,Lost Customers
13271.0,37,1,217.38,3,At Risk
13272.0,31,2,276.56,3,At Risk
13273.0,113,1,138.98,3,At Risk
13276.0,64,2,590.9300000000001,3,At Risk
13277.0,16,4,258.4,3,At Risk
13278.0,41,1,542.73,3,At Risk
13279.0,78,1,137.75,3,At Risk
13280.0,122,3,814.86,3,At Risk
13282.0,18,3,1132.14,3,At Risk
13283.0,60,2,93.66,3,At Risk
13284.0,331,1,201.19,1,Lost Customers
13285.0,23,4,2709.12,0,Loyal Customers
13291.0,156,1,361.11,1,Lost Customers
13292.0,39,2,578.9399999999999,3,At Risk
13294.0,190,2,873.74,1,Lost Customers
13295.0,360,1,201.20000000000002,1,Lost Customers
13296.0,137,1,87.4,3,At Risk
13297.0,8,4,2089.85,0,Loyal Customers
13298.0,1,1,360.0,3,At Risk
13299.0,268,1,142.5,1,Lost Customers
13300.0,169,1,371.89,1,Lost Customers
13301.0,104,4,618.09,3,At Risk
13302.0,155,1,63.75,1,Lost Customers
13304.0,351,1,300.42,1,Lost Customers
13305.0,4,10,2000.86,0,Loyal Customers
13307.0,120,1,15.0,3,At Risk
13308.0,23,3,1385.51,3,At Risk
13309.0,7,5,1456.79,0,Loyal Customers
13310.0,28,3,1132.03,3,At Risk
13311.0,4,2,598.57,3,At Risk
13313.0,22,5,1555.32,0,Loyal Customers
13314.0,2,3,775.94,3,At Risk
13316.0,37,4,5977.7300000000005,0,Loyal Customers
13317.0,66,6,2273.68,0,Loyal Customers
13318.0,1,3,640.76,3,At Risk
13319.0,5,26,10845.550000000001,2,Champions
13320.0,78,4,1548.7,3,At Risk
13321.0,72,2,567.36,3,At Risk
13322.0,17,1,199.48000000000002,3,At Risk
13323.0,3,5,787.85,3,At Risk
13324.0,36,10,7121.95,2,Champions
13325.0,82,1,675.3,3,At Risk
13327.0,39,8,3627.77,0,Loyal Customers
13328.0,316,1,1308.48,1,Lost Customers
13329.0,32,2,789.0,3,At Risk
13330.0,93,3,1140.93,3,At Risk
13332.0,14,1,350.9,3,At Risk
13334.0,82,3,3536.82,0,Loyal Customers
13336.0,77,1,795.12,3,At Risk
13338.0,158,1,487.02,1,Lost Customers
13339.0,201,1,860.12,1,Lost Customers
13340.0,45,7,10736.48,2,Champions
13341.0,261,1,775.85,1,Lost Customers
13343.0,178,1,353.43,1,Lost Customers
13344.0,68,3,2543.72,0,Loyal Customers
13345.0,288,1,389.5,1,Lost Customers
13347.0,70,1,341.36,3,At Risk
13348.0,64,1,233.76,3,At Risk
13349.0,11,1,247.32,3,At Risk
13350.0,16,2,979.12,3,At Risk
13351.0,66,1,373.94,3,At Risk
13352.0,60,1,397.97999999999996,3,At Risk
13354.0,71,1,743.53,3,At Risk
13355.0,122,1,674.7,3,At Risk
13356.0,80,1,768.24,3,At Risk
13357.0,257,1,609.95,1,Lost Customers
13358.0,269,1,439.03,1,Lost Customers
13359.0,64,1,439.56,3,At Risk
13362.0,9,4,3090.7400000000002,0,Loyal Customers
13363.0,18,2,992.5,3,At Risk
13364.0,71,1,134.95999999999998,3,At Risk
13365.0,34,2,2225.37,3,At Risk
13366.0,50,1,56.160000000000004,3,At Risk
13368.0,257,2,623.4,1,Lost Customers
13369.0,366,1,308.28000000000003,1,Lost Customers
13372.0,90,1,378.64,3,At Risk
13373.0,61,3,3312.25,0,Loyal Customers
13375.0,89,1,778.65,3,At Risk
13376.0,99,3,1019.76,3,At Risk
13379.0,26,3,572.56,3,At Risk
13381.0,32,6,3639.31,0,Loyal Customers
13382.0,281,1,222.99,1,Lost Customers
13384.0,31,7,4151.93,0,Loyal Customers
13385.0,330,1,534.57,1,Lost Customers
13388.0,131,2,677.1,3,At Risk
13389.0,11,3,797.96,3,At Risk
13390.0,75,1,544.08,3,At Risk
13391.0,204,1,59.8,1,Lost Customers
13394.0,2,8,2520.02,0,Loyal Customers
13395.0,185,1,307.72,1,Lost Customers
13396.0,29,2,1360.99,3,At Risk
13397.0,73,5,1544.13,0,Loyal Customers
13398.0,192,1,457.34,1,Lost Customers
13402.0,127,2,621.23,3,At Risk
13403.0,18,1,75.0,3,At Risk
13404.0,1,2,252.49,3,At Risk
13405.0,74,3,572.451,3,At Risk
13410.0,24,5,1003.06,3,At Risk
13411.0,107,1,213.55,3,At Risk
13414.0,134,3,1390.5,3,At Risk
13416.0,44,2,712.5,3,At Risk
13417.0,5,2,640.83,3,At Risk
13418.0,12,18,6127.43,2,Champions
13419.0,64,1,221.06,3,At Risk
13420.0,150,2,159.85,1,Lost Customers
13421.0,40,2,1851.08,3,At Risk
13422.0,64,1,2626.3,3,At Risk
13425.0,108,3,1624.21,3,At Risk
13426.0,1,10,3641.32,0,Loyal Customers
13427.0,19,3,582.6,3,At Risk
13428.0,10,1,218.47,3,At Risk
13429.0,11,4,1006.8,3,At Risk
13430.0,19,2,679.45,3,At Risk
13431.0,67,2,1269.1,3,At Risk
13434.0,74,2,534.24,3,At Risk
13435.0,5,7,3809.8900000000003,0,Loyal Customers
13436.0,2,1,196.89,3,At Risk
13437.0,14,7,3408.06,0,Loyal Customers
13439.0,255,1,283.71,1,Lost Customers
13441.0,92,1,296.64,3,At Risk
13447.0,23,3,1129.14,3,At Risk
13448.0,17,6,3539.37,0,Loyal Customers
13449.0,24,1,291.88,3,At Risk
13450.0,27,6,2043.7199999999998,0,Loyal Customers
13451.0,26,5,2976.15,0,Loyal Customers
13452.0,259,2,590.0,1,Lost Customers
13453.0,166,2,356.97999999999996,1,Lost Customers
13455.0,25,2,1058.34,3,At Risk
13456.0,18,6,1766.72,0,Loyal Customers
13458.0,7,14,9646.57,2,Champions
13460.0,29,2,183.44,3,At Risk
13461.0,39,3,1445.0,3,At Risk
13462.0,253,1,151.5,1,Lost Customers
13464.0,58,1,674.68,3,At Risk
13466.0,184,1,307.9,1,Lost Customers
13467.0,11,2,1083.71,3,At Risk
13470.0,99,2,165.0,3,At Risk
13471.0,1,4,2531.58,0,Loyal Customers
13473.0,61,2,422.64,3,At Risk
13474.0,236,1,229.59,1,Lost Customers
13475.0,191,4,1431.78,1,Lost Customers
13476.0,179,2,1238.47,1,Lost Customers
13477.0,38,6,1454.58,0,Loyal Customers
13479.0,201,2,300.95,1,Lost Customers
13481.0,46,5,1804.56,0,Loyal Customers
13482.0,232,1,184.64,1,Lost Customers
13483.0,66,1,140.34,3,At Risk
13484.0,241,1,313.8,1,Lost Customers
13485.0,233,1,454.24,1,Lost Customers
13486.0,78,3,1122.41,3,At Risk
13487.0,58,3,575.4,3,At Risk
13488.0,17,13,8968.31,2,Champions
13489.0,105,4,449.52,3,At Risk
13491.0,52,10,1215.82,0,Loyal Customers
13492.0,136,3,1269.84,3,At Risk
13493.0,275,2,618.63,1,Lost Customers
13494.0,312,1,316.26000000000005,1,Lost Customers
13495.0,8,5,2044.8700000000001,0,Loyal Customers
13496.0,11,2,653.33,3,At Risk
13497.0,283,2,348.05,1,Lost Customers
13499.0,18,5,1159.11,3,At Risk
13500.0,23,3,1166.77,3,At Risk
13501.0,288,1,1340.32,1,Lost Customers
13502.0,17,3,292.0,3,At Risk
13503.0,71,1,216.85,3,At Risk
13504.0,64,1,295.93,3,At Risk
13505.0,73,4,4393.63,0,Loyal Customers
13506.0,316,2,458.52,1,Lost Customers
13507.0,3,4,2479.16,0,Loyal Customers
13508.0,244,1,110.97,1,Lost Customers
13509.0,9,7,979.72,0,Loyal Customers
13510.0,1,4,1791.56,0,Loyal Customers
13512.0,261,1,251.21,1,Lost Customers
13513.0,127,1,205.1,3,At Risk
13514.0,74,1,152.20000000000002,3,At Risk
13515.0,73,4,891.12,3,At Risk
13516.0,21,3,1389.41,3,At Risk
13517.0,60,3,2128.42,3,At Risk
13518.0,86,1,659.4399999999999,3,At Risk
13519.0,78,1,122.75,3,At Risk
13520.0,59,6,3624.35,0,Loyal Customers
13521.0,1,3,1093.65,3,At Risk
13522.0,30,1,125.80000000000001,3,At Risk
13523.0,33,5,3964.88,0,Loyal Customers
13524.0,41,5,680.1800000000001,3,At Risk
13525.0,15,2,628.78,3,At Risk
13527.0,34,7,2287.51,0,Loyal Customers
13529.0,79,2,307.76,3,At Risk
13531.0,205,2,483.8,1,Lost Customers
13532.0,34,1,210.31,3,At Risk
13533.0,183,3,270.79,1,Lost Customers
13534.0,2,25,5870.08,2,Champions
13536.0,1,7,3448.29,0,Loyal Customers
13538.0,43,7,1280.85,0,Loyal Customers
13539.0,86,3,631.34,3,At Risk
13544.0,40,2,291.41,3,At Risk
13546.0,12,3,626.99,3,At Risk
13548.0,96,2,682.41,3,At Risk
13549.0,26,7,918.2,0,Loyal Customers
13551.0,319,1,91.80000000000001,1,Lost Customers
13552.0,66,12,3740.07,0,Loyal Customers
13555.0,74,4,4149.28,0,Loyal Customers
13557.0,28,2,584.06,3,At Risk
13558.0,6,4,605.06,3,At Risk
13560.0,7,1,174.37,3,At Risk
13561.0,216,1,141.85999999999999,1,Lost Customers
13562.0,82,3,1799.33,3,At Risk
13563.0,84,2,777.53,3,At Risk
13564.0,144,3,1749.02,3,At Risk
13565.0,19,2,240.22,3,At Risk
13566.0,41,2,874.71,3,At Risk
13568.0,173,1,192.85,1,Lost Customers
13569.0,17,2,373.75,3,At Risk
13570.0,243,1,239.49,1,Lost Customers
13571.0,13,12,2092.32,0,Loyal Customers
13572.0,206,1,1384.25,1,Lost Customers
13573.0,50,2,294.4,3,At Risk
13575.0,23,5,732.0699999999999,3,At Risk
13576.0,10,18,6717.34,2,Champions
13577.0,25,4,1687.6000000000001,3,At Risk
13579.0,15,2,467.04,3,At Risk
13581.0,309,1,118.0,1,Lost Customers
13583.0,156,1,781.03,1,Lost Customers
13584.0,307,1,142.4,1,Lost Customers
13587.0,64,1,712.4,3,At Risk
13588.0,16,9,2478.95,0,Loyal Customers
13589.0,15,2,379.65,3,At Risk
13590.0,11,6,1981.92,0,Loyal Customers
13591.0,65,3,1117.13,3,At Risk
13592.0,36,4,247.95999999999998,3,At Risk
13593.0,108,5,2037.0800000000002,0,Loyal Customers
13594.0,53,1,396.97,3,At Risk
13596.0,6,2,697.04,3,At Risk
13598.0,47,1,180.17000000000002,3,At Risk
13599.0,1,21,5153.67,2,Champions
13600.0,312,1,219.52,1,Lost Customers
13601.0,45,2,693.32,3,At Risk
13602.0,65,1,428.89,3,At Risk
13603.0,26,1,164.34,3,At Risk
13606.0,29,3,280.53999999999996,3,At Risk
13607.0,40,1,678.01,3,At Risk
13610.0,12,7,1131.88,0,Loyal Customers
13611.0,89,3,1171.8,3,At Risk
13614.0,24,4,1610.46,3,At Risk
13615.0,319,1,417.69,1,Lost Customers
13617.0,40,3,544.18,3,At Risk
13618.0,174,1,177.34,1,Lost Customers
13621.0,117,1,213.85,3,At Risk
13623.0,31,5,747.78,3,At Risk
13626.0,253,1,257.23,1,Lost Customers
13627.0,59,5,1638.47,0,Loyal Customers
13629.0,23,11,7792.36,2,Champions
13630.0,5,7,2031.78,0,Loyal Customers
13631.0,100,11,3070.42,0,Loyal Customers
13632.0,25,5,2121.27,0,Loyal Customers
13634.0,33,5,1575.16,0,Loyal Customers
13635.0,68,1,1071.03,3,At Risk
13636.0,37,5,949.12,3,At Risk
13637.0,52,3,810.5,3,At Risk
13638.0,16,1,122.64,3,At Risk
13639.0,74,1,1033.34,3,At Risk
13642.0,216,1,354.8,1,Lost Customers
13643.0,31,3,519.44,3,At Risk
13644.0,16,4,2624.26,0,Loyal Customers
13645.0,120,1,252.1,3,At Risk
13647.0,10,4,1678.1200000000001,3,At Risk
13649.0,257,2,346.6,1,Lost Customers
13650.0,17,6,1836.34,0,Loyal Customers
13651.0,35,2,94.2,3,At Risk
13652.0,46,3,1095.08,3,At Risk
13654.0,43,6,2707.33,0,Loyal Customers
13655.0,114,2,932.97,3,At Risk
13656.0,165,2,379.65,1,Lost Customers
13657.0,11,2,382.14,3,At Risk
13658.0,10,5,2639.17,0,Loyal Customers
13659.0,206,2,1573.2,1,Lost Customers
13662.0,86,3,897.76,3,At Risk
13663.0,179,1,189.47,1,Lost Customers
13666.0,60,3,84.65,3,At Risk
13667.0,149,1,305.02,1,Lost Customers
13668.0,3,21,6363.59,2,Champions
13669.0,51,2,218.55,3,At Risk
13670.0,75,1,349.7,3,At Risk
13672.0,301,2,186.39000000000001,1,Lost Customers
13673.0,19,2,396.92,3,At Risk
13675.0,151,2,486.82000000000005,1,Lost Customers
13678.0,152,1,232.6,1,Lost Customers
13680.0,1,4,3722.42,0,Loyal Customers
13681.0,18,4,827.83,3,At Risk
13682.0,187,1,59.5,1,Lost Customers
13684.0,286,1,67.23,1,Lost Customers
13685.0,3,7,3119.44,0,Loyal Customers
13686.0,183,1,72.0,1,Lost Customers
13689.0,63,1,910.0,3,At Risk
13690.0,59,1,172.25,3,At Risk
13692.0,25,3,1488.32,3,At Risk
13695.0,31,15,2504.13,0,Loyal Customers
13697.0,39,1,151.29999999999998,3,At Risk
13699.0,155,1,308.58000000000004,1,Lost Customers
13700.0,26,10,2265.12,0,Loyal Customers
13703.0,318,1,99.5,1,Lost Customers
13704.0,5,9,2308.06,0,Loyal Customers
13705.0,8,3,711.86,3,At Risk
13706.0,303,1,330.79,1,Lost Customers
13707.0,267,2,806.41,1,Lost Customers
13708.0,271,1,296.88,1,Lost Customers
13709.0,4,13,6328.05,2,Champions
13710.0,32,1,180.48,3,At Risk
13711.0,219,2,252.06,1,Lost Customers
13712.0,247,1,228.84,1,Lost Customers
13715.0,281,5,1079.34,1,Lost Customers
13716.0,269,1,138.28,1,Lost Customers
13717.0,32,6,1445.01,0,Loyal Customers
13718.0,246,2,306.55,1,Lost Customers
13719.0,15,5,1041.68,3,At Risk
13720.0,117,4,799.9,3,At Risk
13721.0,36,1,524.14,3,At Risk
13722.0,132,3,2375.41,3,At Risk
13723.0,217,1,199.85000000000002,1,Lost Customers
13725.0,50,8,1980.56,0,Loyal Customers
13726.0,39,2,1079.6599999999999,3,At Risk
13727.0,29,2,333.48,3,At Risk
13728.0,37,6,1016.14,0,Loyal Customers
13730.0,136,2,752.6,3,At Risk
13731.0,219,2,610.59,1,Lost Customers
13732.0,28,1,491.86,3,At Risk
13735.0,25,4,2885.2400000000002,0,Loyal Customers
13736.0,5,2,731.9,3,At Risk
13737.0,200,1,339.59999999999997,1,Lost Customers
13739.0,18,1,216.9,3,At Risk
13740.0,241,1,350.75,1,Lost Customers
13741.0,72,3,668.4300000000001,3,At Risk
13742.0,17,12,3131.02,0,Loyal Customers
13743.0,3,7,1341.6,0,Loyal Customers
13744.0,95,2,1156.36,3,At Risk
13745.0,162,1,300.04,1,Lost Customers
13748.0,96,5,948.25,3,At Risk
13750.0,54,5,1647.26,0,Loyal Customers
13751.0,288,1,296.25,1,Lost Customers
13752.0,124,6,1186.28,0,Loyal Customers
13753.0,288,1,741.26,1,Lost Customers
13754.0,152,2,282.59999999999997,1,Lost Customers
13755.0,4,9,2161.35,0,Loyal Customers
13756.0,2,14,5189.52,2,Champions
13758.0,12,7,3190.55,0,Loyal Customers
13759.0,33,2,659.4100000000001,3,At Risk
13760.0,54,2,286.79,3,At Risk
13761.0,50,2,1070.65,3,At Risk
13762.0,219,1,306.72,1,Lost Customers
13763.0,63,1,1714.96,3,At Risk
13764.0,71,3,1521.76,3,At Risk
13769.0,2,10,2796.51,0,Loyal Customers
13771.0,64,4,2634.45,0,Loyal Customers
13772.0,34,3,1132.13,3,At Risk
13774.0,82,1,345.0,3,At Risk
13778.0,103,1,178.7,3,At Risk
13780.0,7,2,360.01,3,At Risk
13781.0,251,1,127.84,1,Lost Customers
13782.0,13,6,912.0,0,Loyal Customers
13784.0,10,11,2462.79,0,Loyal Customers
13786.0,367,1,230.39999999999998,1,Lost Customers
13787.0,76,2,309.04,3,At Risk
13790.0,4,1,348.8,3,At Risk
13791.0,128,2,1516.0,3,At Risk
13792.0,66,2,195.55,3,At Risk
13799.0,117,2,688.86,3,At Risk
13800.0,310,1,558.32,1,Lost Customers
13801.0,67,1,324.8,3,At Risk
13802.0,139,3,4599.42,0,Loyal Customers
13803.0,255,1,277.07,1,Lost Customers
13804.0,31,7,2635.79,0,Loyal Customers
13805.0,52,2,924.6,3,At Risk
13806.0,64,1,256.38,3,At Risk
13807.0,367,1,112.6,1,Lost Customers
13808.0,6,5,1747.66,0,Loyal Customers
13809.0,305,1,155.05,1,Lost Customers
13810.0,29,3,1499.01,3,At Risk
13811.0,184,3,814.5,1,Lost Customers
13812.0,42,3,539.0,3,At Risk
13813.0,40,4,1366.8600000000001,3,At Risk
13814.0,92,2,1579.12,3,At Risk
13815.0,22,4,4027.36,0,Loyal Customers
13816.0,24,2,571.6700000000001,3,At Risk
13817.0,29,2,382.98,3,At Risk
13819.0,302,3,1140.35,1,Lost Customers
13821.0,145,2,385.64,3,At Risk
13822.0,6,2,632.0,3,At Risk
13823.0,19,2,957.66,3,At Risk
13824.0,33,5,1698.94,0,Loyal Customers
13826.0,176,1,189.5,1,Lost Customers
13827.0,58,3,412.05,3,At Risk
13828.0,22,1,209.49,3,At Risk
13831.0,16,6,2202.99,0,Loyal Customers
13832.0,19,1,52.199999999999996,3,At Risk
13833.0,159,1,384.8,1,Lost Customers
13835.0,25,4,834.57,3,At Risk
13837.0,212,2,271.24,1,Lost Customers
13838.0,6,4,691.73,3,At Risk
13841.0,253,1,85.0,1,Lost Customers
13842.0,59,9,3385.62,0,Loyal Customers
13844.0,11,1,361.62,3,At Risk
13845.0,65,1,312.98,3,At Risk
13846.0,25,3,865.0600000000001,3,At Risk
13848.0,92,3,1255.0,3,At Risk
13849.0,52,2,1537.95,3,At Risk
13850.0,129,1,1595.48,3,At Risk
13851.0,96,3,2651.46,0,Loyal Customers
13853.0,57,1,1090.14,3,At Risk
13854.0,9,25,8109.5199999999995,2,Champions
13856.0,169,3,388.5,1,Lost Customers
13858.0,57,1,216.17,3,At Risk
13859.0,326,1,201.16,1,Lost Customers
13860.0,1,5,1245.9,0,Loyal Customers
13862.0,18,8,2209.36,0,Loyal Customers
13863.0,248,1,305.78,1,Lost Customers
13865.0,58,4,501.56,3,At Risk
13866.0,74,1,145.67000000000002,3,At Risk
13867.0,31,3,1015.29,3,At Risk
13868.0,7,2,3192.54,0,Loyal Customers
13869.0,123,4,3104.95,0,Loyal Customers
13870.0,2,8,2770.94,0,Loyal Customers
13871.0,23,13,6403.25,2,Champions
13873.0,120,3,389.6,3,At Risk
13874.0,358,1,540.45,1,Lost Customers
13875.0,54,5,1786.79,0,Loyal Customers
13876.0,64,1,122.7,3,At Risk
13877.0,86,1,117.24,3,At Risk
13878.0,55,1,1281.53,3,At Risk
13880.0,21,13,3219.77,0,Loyal Customers
13882.0,3,5,1191.13,3,At Risk
13883.0,11,5,2674.48,0,Loyal Customers
13884.0,7,5,787.6,3,At Risk
13885.0,189,2,506.8,1,Lost Customers
13886.0,71,1,243.56,3,At Risk
13887.0,204,1,349.55,1,Lost Customers
13888.0,120,2,605.63,3,At Risk
13889.0,93,1,416.90000000000003,3,At Risk
13890.0,1,10,1883.8100000000002,0,Loyal Customers
13892.0,27,4,632.97,3,At Risk
13893.0,298,1,821.1,1,Lost Customers
13894.0,24,3,564.62,3,At Risk
13895.0,28,4,2593.07,0,Loyal Customers
13897.0,50,1,311.16,3,At Risk
13898.0,326,1,155.93,1,Lost Customers
13899.0,16,2,388.52,3,At Risk
13900.0,183,3,740.95,1,Lost Customers
13901.0,72,5,2867.2,0,Loyal Customers
13904.0,37,2,332.64,3,At Risk
13908.0,80,4,2369.55,0,Loyal Customers
13911.0,57,9,2580.91,0,Loyal Customers
13914.0,12,2,626.45,3,At Risk
13917.0,50,2,272.04,3,At Risk
13918.0,50,2,1212.8400000000001,3,At Risk
13919.0,59,2,384.81,3,At Risk
13922.0,352,1,172.25,1,Lost Customers
13923.0,54,1,351.13,3,At Risk
13924.0,2,6,1838.8500000000001,0,Loyal Customers
13925.0,93,4,678.25,3,At Risk
13926.0,23,1,223.85000000000002,3,At Risk
13927.0,75,1,348.99,3,At Risk
13928.0,11,4,464.57,3,At Risk
13929.0,169,2,842.65,1,Lost Customers
13930.0,58,2,337.34,3,At Risk
13931.0,96,2,1237.53,3,At Risk
13932.0,295,1,307.4,1,Lost Customers
13933.0,109,2,608.7900000000001,3,At Risk
13934.0,264,1,922.1,1,Lost Customers
13936.0,180,1,376.58,1,Lost Customers
13937.0,169,1,158.85,1,Lost Customers
13938.0,35,1,71.66,3,At Risk
13939.0,23,3,568.55,3,At Risk
13940.0,17,4,839.14,3,At Risk
13941.0,22,5,5112.96,0,Loyal Customers
13946.0,79,3,561.5699999999999,3,At Risk
13947.0,65,1,90.6,3,At Risk
13948.0,361,1,102.0,1,Lost Customers
13949.0,3,6,2427.32,0,Loyal Customers
13950.0,11,4,745.06,3,At Risk
13951.0,176,3,674.45,1,Lost Customers
13952.0,218,2,3251.071,1,Lost Customers
13953.0,7,7,3515.68,0,Loyal Customers
13954.0,2,2,439.92,3,At Risk
13955.0,154,2,322.96,1,Lost Customers
13956.0,5,5,1026.42,3,At Risk
13959.0,79,3,598.2,3,At Risk
13960.0,21,2,230.22,3,At Risk
13962.0,22,2,169.55,3,At Risk
13963.0,308,4,664.54,1,Lost Customers
13967.0,146,1,80.7,1,Lost Customers
13969.0,7,18,9053.94,2,Champions
13971.0,19,8,2758.26,0,Loyal Customers
13972.0,71,2,190.25,3,At Risk
13973.0,287,1,264.7,1,Lost Customers
13974.0,49,1,413.59000000000003,3,At Risk
13975.0,31,6,2526.28,0,Loyal Customers
13976.0,207,1,357.98,1,Lost Customers
13978.0,15,2,196.79000000000002,3,At Risk
13979.0,73,1,869.87,3,At Risk
13980.0,60,1,200.14,3,At Risk
13982.0,39,4,1871.81,0,Loyal Customers
13983.0,30,12,2603.43,0,Loyal Customers
13984.0,27,5,920.51,3,At Risk
13985.0,4,15,7060.13,2,Champions
13986.0,17,1,320.46,3,At Risk
13988.0,20,6,4147.96,0,Loyal Customers
13989.0,66,2,1266.08,3,At Risk
13990.0,213,1,311.3,1,Lost Customers
13991.0,12,6,855.97,0,Loyal Customers
13992.0,30,1,76.8,3,At Risk
13993.0,43,9,3466.36,0,Loyal Customers
13994.0,4,6,2313.14,0,Loyal Customers
13995.0,15,5,1393.69,0,Loyal Customers
13999.0,10,12,3901.81,0,Loyal Customers
14000.0,211,1,635.66,1,Lost Customers
14001.0,46,3,2043.0800000000002,3,At Risk
14002.0,134,2,529.73,3,At Risk
14004.0,43,7,4582.64,0,Loyal Customers
14005.0,10,5,2874.72,0,Loyal Customers
14006.0,116,3,962.19,3,At Risk
14009.0,198,2,695.61,1,Lost Customers
14012.0,278,1,328.8,1,Lost Customers
14013.0,110,3,473.02,3,At Risk
14014.0,77,1,505.18,3,At Risk
14015.0,53,1,917.34,3,At Risk
14016.0,162,4,4341.21,0,Loyal Customers
14019.0,47,3,1421.61,3,At Risk
14020.0,17,2,642.8,3,At Risk
14021.0,155,3,631.9,1,Lost Customers
14022.0,225,1,440.0,1,Lost Customers
14023.0,7,2,584.07,3,At Risk
14024.0,122,2,327.7,3,At Risk
14027.0,61,1,104.82,3,At Risk
14029.0,63,2,467.66,3,At Risk
14030.0,18,8,2360.09,0,Loyal Customers
14032.0,2,11,2975.59,0,Loyal Customers
14034.0,22,3,651.8199999999999,3,At Risk
14035.0,29,5,1428.02,0,Loyal Customers
14036.0,285,1,626.65,1,Lost Customers
14037.0,176,2,147.20000000000002,1,Lost Customers
14038.0,78,3,1560.38,3,At Risk
14039.0,33,1,152.2,3,At Risk
14040.0,41,12,3614.92,0,Loyal Customers
14041.0,266,1,141.41,1,Lost Customers
14044.0,27,4,652.82,3,At Risk
14045.0,109,4,1659.75,3,At Risk
14046.0,284,1,154.99,1,Lost Customers
14047.0,9,5,1308.6100000000001,0,Loyal Customers
14048.0,305,1,409.93,1,Lost Customers
14049.0,17,4,5681.72,0,Loyal Customers
14050.0,32,2,746.36,3,At Risk
14052.0,20,1,225.36,3,At Risk
14053.0,124,2,260.25,3,At Risk
14054.0,65,1,92.46,3,At Risk
14055.0,106,1,725.6400000000001,3,At Risk
14056.0,1,23,8214.65,2,Champions
14057.0,24,17,6217.96,2,Champions
14059.0,267,1,183.6,1,Lost Customers
14060.0,5,19,6140.42,2,Champions
14062.0,10,12,10464.85,2,Champions
14064.0,29,5,1353.74,0,Loyal Customers
14066.0,267,1,152.55,1,Lost Customers
14067.0,64,2,374.7,3,At Risk
14068.0,320,1,265.85,1,Lost Customers
14071.0,4,8,1438.82,0,Loyal Customers
14073.0,32,1,151.04,3,At Risk
14075.0,5,3,942.26,3,At Risk
14076.0,129,1,122.47,3,At Risk
14077.0,41,5,499.41999999999996,3,At Risk
14078.0,102,6,1049.37,3,At Risk
14079.0,125,1,375.1,3,At Risk
14080.0,33,1,45.599999999999994,3,At Risk
14081.0,302,2,934.52,1,Lost Customers
14082.0,365,1,182.25,1,Lost Customers
14083.0,4,9,1018.43,0,Loyal Customers
14085.0,2,18,4448.54,2,Champions
14087.0,3,1,194.42,3,At Risk
14089.0,57,1,161.0,3,At Risk
14090.0,325,1,76.32000000000001,1,Lost Customers
14092.0,8,14,4076.91,2,Champions
14093.0,12,1,442.85,3,At Risk
14098.0,37,1,147.35,3,At Risk
14099.0,16,11,3104.17,0,Loyal Customers
14100.0,138,1,194.9,3,At Risk
14101.0,74,6,5976.79,0,Loyal Customers
14102.0,5,5,1360.28,0,Loyal Customers
14104.0,155,2,216.20999999999998,1,Lost Customers
14105.0,239,1,1266.23,1,Lost Customers
14107.0,52,7,2703.23,0,Loyal Customers
14108.0,31,2,597.91,3,At Risk
14109.0,73,1,144.2,3,At Risk
14110.0,4,12,5683.15,2,Champions
14111.0,14,4,692.85,3,At Risk
14112.0,23,7,2915.15,0,Loyal Customers
14113.0,4,4,1840.42,0,Loyal Customers
14114.0,274,2,386.53,1,Lost Customers
14116.0,20,5,1382.74,0,Loyal Customers
14117.0,144,1,90.0,3,At Risk
14121.0,4,4,2780.15,0,Loyal Customers
14124.0,84,1,419.58000000000004,3,At Risk
14125.0,11,3,2740.43,0,Loyal Customers
14126.0,8,3,706.1300000000001,3,At Risk
14127.0,123,3,709.71,3,At Risk
14128.0,61,2,637.5,3,At Risk
14129.0,2,5,1123.8600000000001,3,At Risk
14130.0,319,1,483.86,1,Lost Customers
